Customer ID,sales_id,product_id,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Country,Location,Size,Color,Season,Year,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Discount value
2218,12218,P002-J17-XL,35,Male,Jewelry,Accessories,27,USA,Indiana,XL,Red,Fall,2023,2.6,No,Store Pickup,No,0,Bank Transfer,0
2219,12219,P002-SG12-M,67,Female,Sunglasses,Accessories,67,USA,Idaho,M,Magenta,Winter,2023,3.5,No,Store Pickup,No,0,Debit Card,0
2220,12220,P001-B24-S,33,Male,Blouse,Clothing,91,USA,Minnesota,S,Purple,Fall,2023,2.8,No,Store Pickup,No,16,Bank Transfer,0
2221,12221,P002-BLT1-XL,19,Female,Belt,Accessories,62,USA,Wyoming,XL,Beige,Fall,2023,4.5,No,Store Pickup,Yes,47,Cash,10
2222,12222,P001-SHTS23-XL,25,Male,Shorts,Clothing,88,USA,Kansas,XL,White,Fall,2023,3,No,Free Shipping,Yes,0,Credit Card,10
2223,12223,P001-P19-M,32,Male,Pants,Clothing,66,USA,Georgia,M,Teal,Summer,2023,4.4,No,Store Pickup,No,0,Credit Card,0
2224,12224,P003-SD8-M,30,Female,Sandals,Footwear,65,USA,Kansas,M,Gray,Fall,2023,4.7,No,Next Day Air,No,0,Credit Card,0
2225,12225,P002-G5-L,18,Male,Gloves,Accessories,25,USA,Nebraska,L,Charcoal,Winter,2023,4.3,No,Standard,Yes,38,Cash,10
2226,12226,P002-BLT14-S,38,Female,Belt,Accessories,64,USA,Washington,S,Olive,Spring,2023,4.8,No,Free Shipping,No,0,Credit Card,0
2227,12227,P001-S3-L,0,Female,Shirt,Clothing,72,USA,Missouri,L,Blue,Spring,2023,4.8,No,Store Pickup,No,0,Cash,0
2228,12228,P002-SCF8-S,0,Male,Scarf,Accessories,74,USA,Washington,S,Gray,Summer,2023,4.4,No,Next Day Air,No,42,Credit Card,0
2229,12229,P002-G9-M,54,Female,Gloves,Accessories,50,USA,Kansas,M,Green,Fall,2023,3.7,No,Free Shipping,No,0,Credit Card,0
2230,12230,P001-P18-M,70,Female,Pants,Clothing,97,USA,Minnesota,M,Silver,Fall,2023,3.9,No,Express,No,0,Debit Card,0
2231,12231,P003-SNK19-S,52,Female,Sneakers,Footwear,36,USA,Colorado,S,Teal,Spring,2023,3.8,No,Express,No,0,Debit Card,0
2232,12232,P004-J1-M,34,Female,Jacket,Outerwear,49,USA,Utah,M,Beige,Fall,2023,4.1,No,Store Pickup,No,1,Credit Card,0
2233,12233,P003-SH11-L,65,Female,Shoes,Footwear,64,USA,North Carolina,L,Lavender,Spring,2023,4,No,Store Pickup,No,14,Cash,0
2234,12234,P001-B8-XL,38,Female,Blouse,Clothing,31,USA,Florida,XL,Gray,Summer,2023,4.5,No,Express,No,0,Credit Card,0
2235,12235,P003-B22-S,0,Male,Boots,Footwear,66,USA,New Hampshire,S,Yellow,Winter,2023,4,No,Express,No,0,Cash,0
2236,12236,P001-SO8-M,0,Male,Socks,Clothing,82,USA,Illinois,M,Gray,Spring,2023,4.5,No,2-Day Shipping,No,0,Credit Card,0
2237,12237,P001-TSHT22-M,23,Female,T-shirt,Clothing,88,USA,Louisiana,M,Yellow,Winter,2023,2.7,No,Standard,Yes,0,Debit Card,10
2238,12238,P003-SD2-S,45,Female,Sandals,Footwear,34,USA,Alabama,S,Black,Summer,2023,3.8,No,Next Day Air,Yes,31,Debit Card,20
2239,12239,P003-SNK1-L,40,Male,Sneakers,Footwear,84,USA,Florida,L,Beige,Winter,2023,3.8,No,Standard,No,0,Debit Card,0
2240,12240,P002-J10-L,42,Male,Jewelry,Accessories,96,USA,Alabama,L,Indigo,Summer,2023,3.8,No,2-Day Shipping,No,0,Credit Card,0
2241,12241,P003-SD9-L,57,Male,Sandals,Footwear,71,USA,California,L,Green,Winter,2023,4.3,No,Next Day Air,Yes,18,Debit Card,50
2242,12242,P004-J24-M,18,Male,Jacket,Outerwear,77,USA,Maryland,M,Purple,Summer,2023,3.5,No,Free Shipping,No,0,Bank Transfer,0
2243,12243,P001-SK25-M,18,Female,Skirt,Clothing,66,USA,Nevada,M,Orange,Spring,2023,3.8,No,Next Day Air,Yes,0,Credit Card,10
2244,12244,P001-S19-M,56,Female,Shirt,Clothing,21,USA,Massachusetts,M,Teal,Winter,2023,3.7,No,2-Day Shipping,No,13,Debit Card,0
2245,12245,P001-SHTS7-M,35,Female,Shorts,Clothing,37,USA,South Carolina,M,Gold,Summer,2023,4.8,No,2-Day Shipping,Yes,0,Cash,10
2246,12246,P001-SO8-L,49,Male,Socks,Clothing,90,USA,Delaware,L,Gray,Fall,2023,4.9,No,Free Shipping,No,0,Cash,0
2247,12247,P004-J6-M,49,Male,Jacket,Outerwear,96,USA,Hawaii,M,Cyan,Fall,2023,4.3,No,Store Pickup,No,0,Debit Card,0
2248,12248,P002-J19-L,34,Male,Jewelry,Accessories,37,USA,Florida,L,Teal,Summer,2023,4.4,No,Next Day Air,No,0,Debit Card,0
2249,12249,P001-TSHT21-M,63,Not Available,T-shirt,Clothing,66,USA,Rhode Island,M,Violet,Winter,2023,3.4,No,Free Shipping,No,19,Credit Card,0
2250,12250,P002-G10-XL,42,Female,Gloves,Accessories,45,USA,Wyoming,XL,Indigo,Spring,2023,4.3,No,Next Day Air,No,0,Debit Card,0
2251,12251,P003-SH16-L,41,Male,Shoes,Footwear,89,USA,Colorado,L,Pink,Summer,2023,4.6,No,Store Pickup,Yes,0,Credit Card,10
2252,12252,P003-SH7-L,26,Male,Shoes,Footwear,94,USA,Virginia,L,Gold,Fall,2023,3.8,No,Free Shipping,Yes,0,Debit Card,10
2253,12253,P003-SH13-S,48,Female,Shoes,Footwear,96,USA,Nebraska,S,Maroon,Summer,2023,3.9,No,Express,Yes,0,Bank Transfer,10
2254,12254,P001-H4-M,62,Female,Hoodie,Clothing,31,USA,Oklahoma,M,Brown,Spring,2023,2.6,No,Store Pickup,No,22,Debit Card,0
2255,12255,P002-BLT7-M,24,Male,Belt,Accessories,79,USA,North Dakota,M,Gold,Winter,2023,4.2,No,Store Pickup,No,0,Cash,0
2256,12256,P004-C19-L,48,Male,Coat,Outerwear,39,USA,Michigan,L,Teal,Spring,2023,4.6,No,Store Pickup,No,42,Bank Transfer,0
2257,12257,P001-B20-M,31,Female,Blouse,Clothing,22,USA,California,M,Turquoise,Fall,2023,5,No,Standard,No,0,Credit Card,0
2258,12258,P001-SK14-L,41,Female,Skirt,Clothing,32,USA,Tennessee,L,Olive,Fall,2023,4.2,No,Standard,No,0,Bank Transfer,0
2259,12259,P001-TSHT6-L,24,Female,T-shirt,Clothing,71,USA,Ohio,L,Cyan,Winter,2023,4.3,No,Store Pickup,No,0,Credit Card,0
2260,12260,P001-J1-XL,60,Female,Jeans,Clothing,96,USA,Florida,XL,Beige,Spring,2023,3.3,No,Free Shipping,No,0,Cash,0
2261,12261,P002-SCF3-M,38,Female,Scarf,Accessories,82,USA,Missouri,M,Blue,Fall,2023,4.9,No,Express,No,16,Cash,0
2262,12262,P002-BKPK7-L,58,Female,Backpack,Accessories,76,USA,South Carolina,L,Gold,Spring,2023,4.4,No,Standard,Yes,0,Bank Transfer,10
2263,12263,P002-BKPK9-M,53,Male,Backpack,Accessories,22,USA,Arizona,M,Green,Winter,2023,3.1,No,2-Day Shipping,Yes,0,Debit Card,20
2264,12264,P002-SCF9-XL,44,Female,Scarf,Accessories,40,USA,Indiana,XL,Green,Winter,2023,3.5,No,Store Pickup,No,0,Cash,0
2265,12265,P002-HT20-M,51,Female,Hat,Accessories,92,USA,North Dakota,M,Turquoise,Summer,2023,3.9,No,2-Day Shipping,Yes,0,Credit Card,10
2266,12266,P004-C22-XL,36,Female,Coat,Outerwear,94,USA,Montana,XL,Yellow,Fall,2023,3.9,No,Store Pickup,No,10,Credit Card,0
2267,12267,P001-D22-M,20,Female,Dress,Clothing,44,USA,Missouri,M,Yellow,Fall,2023,4.3,No,Store Pickup,No,32,Debit Card,0
2268,12268,P002-G3-S,0,Female,Gloves,Accessories,49,USA,Kentucky,S,Blue,Spring,2023,3.8,No,Express,No,0,Debit Card,0
2269,12269,P001-SW5-L,66,Female,Sweater,Clothing,26,USA,Georgia,L,Charcoal,Spring,2023,2.7,No,2-Day Shipping,Yes,15,Bank Transfer,50
2270,12270,P001-SK22-M,49,Female,Skirt,Clothing,38,USA,Kentucky,M,Yellow,Fall,2023,4.4,No,Store Pickup,No,0,Credit Card,0
2271,12271,P001-B24-L,27,Male,Blouse,Clothing,72,USA,Georgia,L,Purple,Spring,2023,3.5,No,Express,No,0,Debit Card,0
2272,12272,P001-D9-M,29,Female,Dress,Clothing,99,USA,Alaska,M,Green,Summer,2023,3.4,No,Free Shipping,No,49,Cash,0
2273,12273,P004-J5-L,29,Female,Jacket,Outerwear,38,USA,Maine,L,Charcoal,Spring,2023,4,No,Standard,No,0,Cash,0
2274,12274,P004-C18-L,55,Female,Coat,Outerwear,96,USA,New Mexico,L,Silver,Winter,2023,4.8,No,Express,Yes,13,Debit Card,10
2275,12275,P001-D20-L,57,Male,Dress,Clothing,27,USA,New York,L,Turquoise,Spring,2023,4.5,No,Next Day Air,No,38,Cash,0
2276,12276,P001-SHTS8-M,0,Female,Shorts,Clothing,24,USA,Oklahoma,M,Gray,Winter,2023,4.4,No,Standard,No,0,Debit Card,0
2277,12277,P001-J17-L,31,Female,Jeans,Clothing,82,USA,Wyoming,L,Red,Summer,2023,4.1,No,2-Day Shipping,Yes,0,Debit Card,50
2278,12278,P002-HT1-M,25,Female,Hat,Accessories,56,USA,Alabama,M,Beige,Summer,2023,4.6,No,Next Day Air,No,0,Credit Card,0
2279,12279,P002-G13-M,61,Female,Gloves,Accessories,25,USA,Maryland,M,Maroon,Fall,2023,3.8,No,Store Pickup,Yes,0,Cash,10
2280,12280,P003-SNK10-L,53,Male,Sneakers,Footwear,67,USA,West Virginia,L,Indigo,Spring,2023,2.9,No,Free Shipping,No,0,Bank Transfer,0
2281,12281,P003-SH17-M,22,Male,Shoes,Footwear,21,USA,Kentucky,M,Red,Summer,2023,2.8,No,Standard,No,0,Credit Card,0
2282,12282,P001-H13-XL,28,Female,Hoodie,Clothing,27,USA,Kansas,XL,Maroon,Summer,2023,3,No,Store Pickup,Yes,0,Bank Transfer,10
2283,12283,P003-SNK17-S,18,Female,Sneakers,Footwear,97,USA,Idaho,S,Red,Fall,2023,4.2,No,2-Day Shipping,No,8,Credit Card,0
2284,12284,P002-HB2-S,44,Female,Handbag,Accessories,45,USA,Ohio,S,Black,Winter,2023,4.1,No,Free Shipping,Yes,0,Credit Card,10
2285,12285,P001-B2-XL,32,Male,Blouse,Clothing,63,USA,Iowa,XL,Black,Fall,2023,4.1,No,Express,Yes,0,Debit Card,50
2286,12286,P002-BLT16-L,34,Male,Belt,Accessories,100,USA,Michigan,L,Pink,Summer,2023,4.6,No,2-Day Shipping,No,0,Credit Card,0
2287,12287,P001-SO3-L,67,Female,Socks,Clothing,38,USA,South Dakota,L,Blue,Spring,2023,2.5,No,Store Pickup,No,0,Debit Card,0
2288,12288,P001-B9-L,66,Male,Blouse,Clothing,45,USA,Nebraska,L,Green,Summer,2023,3,No,Store Pickup,Yes,0,Debit Card,10
2289,12289,P002-J25-M,28,Male,Jewelry,Accessories,91,USA,California,M,Orange,Fall,2023,3.8,No,Next Day Air,No,50,Cash,0
2290,12290,P001-SHTS25-M,70,Female,Shorts,Clothing,82,USA,Nevada,M,Orange,Fall,2023,4.1,No,Free Shipping,No,47,Debit Card,0
2291,12291,P003-B12-L,37,Not Available,Boots,Footwear,48,USA,Kansas,L,Magenta,Winter,2023,3.3,No,Standard,Yes,23,Debit Card,10
2292,12292,P004-C10-M,28,Female,Coat,Outerwear,30,USA,Ohio,M,Indigo,Spring,2023,5,No,2-Day Shipping,No,0,Credit Card,0
2293,12293,P001-TSHT1-S,0,Female,T-shirt,Clothing,34,USA,Vermont,S,Beige,Spring,2023,3.8,No,Next Day Air,No,0,Debit Card,0
2294,12294,P001-SW9-L,37,Female,Sweater,Clothing,68,USA,Georgia,L,Green,Fall,2023,3.3,No,Express,No,16,Debit Card,0
2295,12295,P002-SG17-M,54,Male,Sunglasses,Accessories,95,USA,Maryland,M,Red,Winter,2023,5,No,Express,No,0,Debit Card,0
2296,12296,P002-HT1-L,50,Female,Hat,Accessories,22,USA,Connecticut,L,Beige,Spring,2023,2.9,No,2-Day Shipping,No,0,Credit Card,0
2297,12297,P002-G9-M,46,Female,Gloves,Accessories,88,USA,Washington,M,Green,Fall,2023,2.5,No,Next Day Air,Yes,0,Debit Card,10
2298,12298,P001-SO25-M,60,Female,Socks,Clothing,83,USA,California,M,Orange,Summer,2023,4.7,No,Standard,No,0,Bank Transfer,0
2299,12299,P002-HB6-L,40,Female,Handbag,Accessories,87,USA,Montana,L,Cyan,Spring,2023,2.9,No,2-Day Shipping,No,0,Cash,0
2300,12300,P004-C21-M,64,Female,Coat,Outerwear,57,USA,Idaho,M,Violet,Summer,2023,3.7,No,Store Pickup,No,0,Credit Card,0
2301,12301,P004-C11-XL,18,Male,Coat,Outerwear,88,USA,Pennsylvania,XL,Lavender,Summer,2023,4.4,No,2-Day Shipping,No,0,Credit Card,0
2302,12302,P001-P20-L,0,Male,Pants,Clothing,20,USA,Maine,L,Turquoise,Winter,2023,2.9,No,Next Day Air,No,21,Debit Card,0
2303,12303,P002-BLT16-L,36,Female,Belt,Accessories,39,USA,Montana,L,Pink,Summer,2023,3.6,No,Store Pickup,No,38,Debit Card,0
2304,12304,P002-SG1-S,51,Female,Sunglasses,Accessories,71,USA,New Jersey,S,Beige,Spring,2023,4.8,No,2-Day Shipping,Yes,0,Credit Card,10
2305,12305,P001-H18-L,26,Male,Hoodie,Clothing,73,USA,Louisiana,L,Silver,Winter,2023,4.7,No,Free Shipping,No,9,Debit Card,0
2306,12306,P002-HB7-M,68,Female,Handbag,Accessories,63,USA,Maine,M,Gold,Summer,2023,2.6,No,Free Shipping,No,0,Cash,0
2307,12307,P002-G18-L,27,Female,Gloves,Accessories,78,USA,Florida,L,Silver,Winter,2023,3.4,No,Standard,No,8,Cash,0
2308,12308,P001-SK9-L,28,Female,Skirt,Clothing,96,USA,Missouri,L,Green,Fall,2023,3.5,No,Next Day Air,No,0,Debit Card,0
2309,12309,P002-SG19-M,49,Male,Sunglasses,Accessories,81,USA,North Dakota,M,Teal,Winter,2023,3.4,No,2-Day Shipping,No,22,Bank Transfer,0
2310,12310,P001-D7-S,70,Female,Dress,Clothing,95,USA,Connecticut,S,Gold,Fall,2023,5,No,2-Day Shipping,Yes,3,Bank Transfer,10
2311,12311,P002-G6-M,30,Female,Gloves,Accessories,68,USA,Virginia,M,Cyan,Spring,2023,4.6,No,Standard,No,0,Credit Card,0
2312,12312,P003-SNK7-L,27,Female,Sneakers,Footwear,28,USA,Montana,L,Gold,Spring,2023,4.8,No,2-Day Shipping,No,0,Bank Transfer,0
2313,12313,P001-TSHT21-L,19,Female,T-shirt,Clothing,30,USA,Vermont,L,Violet,Summer,2023,3.7,No,Free Shipping,Yes,0,Cash,10
2314,12314,P001-BD-M,64,Male,Dress,Clothing,31,USA,Georgia,M,Black,Summer,2023,4.7,No,Next Day Air,No,0,Bank Transfer,0
2315,12315,P002-HB4-XL,42,Male,Handbag,Accessories,95,USA,Virginia,XL,Brown,Winter,2023,4.4,No,Express,No,0,Bank Transfer,0
2316,12316,P001-SO10-M,69,Female,Socks,Clothing,79,USA,Vermont,M,Indigo,Winter,2023,3.5,No,2-Day Shipping,No,0,Debit Card,0
2317,12317,P003-SNK22-L,28,Female,Sneakers,Footwear,39,USA,Montana,L,Yellow,Winter,2023,3.8,No,Standard,Yes,0,Debit Card,50
2318,12318,P004-J24-M,47,Female,Jacket,Outerwear,34,USA,New Jersey,M,Purple,Summer,2023,4.7,No,Next Day Air,Yes,0,Bank Transfer,10
2319,12319,P001-H23-L,69,Female,Hoodie,Clothing,28,USA,Wyoming,L,White,Spring,2023,3.1,No,Store Pickup,Yes,30,Credit Card,20
2320,12320,P003-SD20-XL,56,Male,Sandals,Footwear,38,USA,Maine,XL,Turquoise,Winter,2023,5,No,Free Shipping,No,0,Debit Card,0
2321,12321,P003-SH14-M,28,Female,Shoes,Footwear,55,USA,New Mexico,M,Olive,Spring,2023,3.7,No,Free Shipping,No,9,Debit Card,0
2322,12322,P003-SD1-M,50,Not Available,Sandals,Footwear,31,USA,Colorado,M,Beige,Winter,2023,3,No,Next Day Air,Yes,27,Debit Card,10
2323,12323,P004-C11-S,39,Male,Coat,Outerwear,84,USA,Connecticut,S,Lavender,Spring,2023,4.5,No,Store Pickup,Yes,21,Debit Card,10
2324,12324,P002-G23-L,35,Female,Gloves,Accessories,93,USA,Maryland,L,White,Winter,2023,4.7,No,Express,No,36,Credit Card,0
2325,12325,P004-C4-L,59,Female,Coat,Outerwear,28,USA,Oregon,L,Brown,Winter,2023,3.5,No,Free Shipping,No,19,Debit Card,0
2326,12326,P003-B5-M,44,Male,Boots,Footwear,55,USA,New York,M,Charcoal,Summer,2023,4.4,No,2-Day Shipping,Yes,0,Cash,10
2327,12327,P001-SK13-L,66,Female,Skirt,Clothing,63,USA,Oklahoma,L,Maroon,Winter,2023,2.6,No,Standard,Yes,0,Bank Transfer,10
2328,12328,P001-SK17-M,20,Male,Skirt,Clothing,94,USA,Alabama,M,Red,Winter,2023,4.2,No,2-Day Shipping,No,0,Debit Card,0
2329,12329,P001-P13-M,45,Male,Pants,Clothing,36,USA,North Dakota,M,Maroon,Fall,2023,2.6,No,Express,Yes,0,Debit Card,10
2330,12330,P002-HT19-S,49,Not Available,Hat,Accessories,97,USA,Nebraska,S,Teal,Spring,2023,4.8,No,Free Shipping,Yes,42,Bank Transfer,20
2331,12331,P002-BKPK25-L,60,Male,Backpack,Accessories,63,USA,Arizona,L,Orange,Summer,2023,2.9,No,Store Pickup,No,0,Cash,0
2332,12332,P002-SCF14-S,61,Female,Scarf,Accessories,77,USA,Illinois,S,Olive,Spring,2023,4.3,No,2-Day Shipping,Yes,0,Credit Card,10
2333,12333,P002-SCF14-XL,36,Female,Scarf,Accessories,53,USA,South Carolina,XL,Olive,Fall,2023,2.6,No,Store Pickup,No,0,Debit Card,0
2334,12334,P001-S1-M,33,Female,Shirt,Clothing,77,USA,Kansas,M,Beige,Spring,2023,3.8,No,Next Day Air,No,1,Credit Card,0
2335,12335,P003-B9-L,49,Male,Boots,Footwear,79,USA,Kansas,L,Green,Summer,2023,4.2,No,Standard,No,7,Credit Card,0
2336,12336,P004-C2-M,31,Female,Coat,Outerwear,37,USA,Idaho,M,Black,Summer,2023,3.9,No,Store Pickup,No,0,Debit Card,0
2337,12337,P002-BLT9-M,0,Female,Belt,Accessories,94,USA,California,M,Green,Winter,2023,3.1,No,Free Shipping,No,0,Credit Card,0
2338,12338,P003-B21-S,39,Female,Boots,Footwear,76,USA,North Dakota,S,Violet,Fall,2023,3.6,No,Store Pickup,No,0,Cash,0
2339,12339,P003-SNK18-S,66,Male,Sneakers,Footwear,68,USA,Georgia,S,Silver,Fall,2023,4,No,Express,Yes,0,Credit Card,20
2340,12340,P001-S13-L,25,Female,Shirt,Clothing,65,USA,Illinois,L,Maroon,Spring,2023,3.4,No,Next Day Air,No,0,Bank Transfer,0
2341,12341,P001-B6-M,63,Not Available,Blouse,Clothing,24,USA,Delaware,M,Cyan,Summer,2023,2.6,No,Standard,No,0,Credit Card,0
2342,12342,P004-J19-L,0,Male,Jacket,Outerwear,31,USA,Connecticut,L,Teal,Summer,2023,4.5,No,Express,No,0,Debit Card,0
2343,12343,P001-SK14-M,20,Female,Skirt,Clothing,89,USA,Tennessee,M,Olive,Fall,2023,4.9,No,Standard,No,16,Debit Card,0
2344,12344,P001-SO17-M,58,Female,Socks,Clothing,49,USA,Maryland,M,Red,Summer,2023,4.4,No,2-Day Shipping,No,0,Credit Card,0
2345,12345,P003-SD11-XL,34,Female,Sandals,Footwear,92,USA,Rhode Island,XL,Lavender,Fall,2023,3.5,No,Express,No,0,Debit Card,0
2346,12346,P001-TSHT25-S,28,Female,T-shirt,Clothing,32,USA,New York,S,Orange,Winter,2023,3.3,No,Express,Yes,0,Bank Transfer,20
2347,12347,P004-J4-L,22,Male,Jacket,Outerwear,67,USA,New Mexico,L,Brown,Winter,2023,3.1,No,Standard,No,46,Debit Card,0
2348,12348,P002-BLT8-S,37,Male,Belt,Accessories,64,USA,California,S,Gray,Fall,2023,4.2,No,Express,Yes,46,Cash,10
2349,12349,P003-SH25-M,54,Male,Shoes,Footwear,84,USA,Maine,M,Orange,Spring,2023,4.9,No,Next Day Air,No,0,Cash,0
2350,12350,P001-B25-M,65,Male,Blouse,Clothing,34,USA,New York,M,Orange,Fall,2023,3.9,No,Standard,Yes,0,Credit Card,20
2351,12351,P003-SH20-M,57,Female,Shoes,Footwear,26,USA,Hawaii,M,Turquoise,Winter,2023,4.2,No,Free Shipping,No,21,Cash,0
2352,12352,P001-SW6-S,38,Female,Sweater,Clothing,50,USA,New Hampshire,S,Cyan,Fall,2023,4.9,No,Store Pickup,No,0,Credit Card,0
2353,12353,P003-B22-M,0,Male,Boots,Footwear,46,USA,Nebraska,M,Yellow,Fall,2023,2.8,No,Store Pickup,No,0,Bank Transfer,0
2354,12354,P002-HB23-M,56,Not Available,Handbag,Accessories,71,USA,Montana,M,White,Fall,2023,4.1,No,Standard,Yes,25,Debit Card,10
2355,12355,P001-B3-M,56,Female,Blouse,Clothing,78,USA,Wisconsin,M,Blue,Summer,2023,4.8,No,Next Day Air,No,0,Debit Card,0
2356,12356,P001-SK24-S,22,Female,Skirt,Clothing,35,USA,Tennessee,S,Purple,Winter,2023,4.1,No,Next Day Air,Yes,12,Cash,10
2357,12357,P002-BKPK8-M,57,Male,Backpack,Accessories,58,USA,Montana,M,Gray,Summer,2023,3,No,Free Shipping,No,27,Debit Card,0
2358,12358,P001-S6-L,53,Female,Shirt,Clothing,67,USA,Michigan,L,Cyan,Fall,2023,4.2,No,2-Day Shipping,No,40,Credit Card,0
2359,12359,P001-SW16-L,53,Female,Sweater,Clothing,93,USA,Texas,L,Pink,Spring,2023,3.8,No,Standard,No,38,Credit Card,0
2360,12360,P002-SCF7-S,19,Male,Scarf,Accessories,81,USA,Pennsylvania,S,Gold,Spring,2023,3.3,No,2-Day Shipping,No,0,Bank Transfer,0
2361,12361,P002-HB18-L,49,Female,Handbag,Accessories,80,USA,New York,L,Silver,Fall,2023,4.7,No,2-Day Shipping,No,0,Debit Card,0
2362,12362,P002-SCF8-M,44,Female,Scarf,Accessories,64,USA,Alabama,M,Gray,Spring,2023,4.3,No,2-Day Shipping,No,30,Credit Card,0
2363,12363,P001-J4-M,27,Male,Jeans,Clothing,41,USA,Virginia,M,Brown,Fall,2023,2.7,No,Standard,No,0,Credit Card,0
2364,12364,P001-SO16-XL,60,Male,Socks,Clothing,79,USA,Pennsylvania,XL,Pink,Winter,2023,4.2,No,Express,No,38,Cash,0
2365,12365,P002-SG13-L,62,Female,Sunglasses,Accessories,60,USA,Mississippi,L,Maroon,Winter,2023,4.2,No,Free Shipping,No,0,Debit Card,0
2366,12366,P003-SNK15-S,52,Female,Sneakers,Footwear,91,USA,Wyoming,S,Peach,Winter,2023,2.5,No,Next Day Air,No,0,Debit Card,0
2367,12367,P003-SH4-L,30,Female,Shoes,Footwear,66,USA,New Mexico,L,Brown,Winter,2023,3.6,No,Express,Yes,0,Credit Card,10
2368,12368,P001-SO9-L,66,Female,Socks,Clothing,85,USA,North Dakota,L,Green,Winter,2023,3.4,No,Standard,No,0,Bank Transfer,0
2369,12369,P002-SG11-M,29,Female,Sunglasses,Accessories,38,USA,New Jersey,M,Lavender,Summer,2023,3.3,No,Standard,Yes,6,Debit Card,10
2370,12370,P001-SW6-M,24,Female,Sweater,Clothing,23,USA,Vermont,M,Cyan,Winter,2023,4.6,No,Standard,Yes,0,Debit Card,10
2371,12371,P003-SH2-M,51,Female,Shoes,Footwear,71,USA,Alaska,M,Black,Spring,2023,3.9,No,Store Pickup,No,0,Debit Card,0
2372,12372,P001-SO5-M,67,Female,Socks,Clothing,25,USA,Indiana,M,Charcoal,Winter,2023,3.7,No,Next Day Air,No,0,Debit Card,0
2373,12373,P003-B18-XL,50,Female,Boots,Footwear,39,USA,Alabama,XL,Silver,Spring,2023,3.1,No,Express,No,0,Debit Card,0
2374,12374,P001-H8-M,37,Female,Hoodie,Clothing,20,USA,Michigan,M,Gray,Spring,2023,4.9,No,Express,No,21,Debit Card,0
2375,12375,P002-G15-L,69,Male,Gloves,Accessories,73,USA,Washington,L,Peach,Winter,2023,4.7,No,Standard,No,0,Debit Card,0
2376,12376,P002-BKPK15-L,60,Female,Backpack,Accessories,63,USA,Virginia,L,Peach,Fall,2023,2.9,No,Next Day Air,No,0,Credit Card,0
2377,12377,P002-G6-XL,21,Female,Gloves,Accessories,94,USA,Tennessee,XL,Cyan,Spring,2023,4.1,No,Express,No,0,Cash,0
2378,12378,P001-B12-L,44,Female,Blouse,Clothing,94,USA,South Dakota,L,Magenta,Fall,2023,4,No,Next Day Air,No,0,Cash,0
2379,12379,P002-SCF19-L,26,Female,Scarf,Accessories,71,USA,New Hampshire,L,Teal,Summer,2023,2.7,No,Store Pickup,No,0,Debit Card,0
2380,12380,P002-HT15-M,40,Female,Hat,Accessories,77,USA,South Dakota,M,Peach,Spring,2023,4,No,2-Day Shipping,No,0,Debit Card,0
2381,12381,P002-SCF2-M,41,Female,Scarf,Accessories,66,USA,Pennsylvania,M,Black,Fall,2023,2.5,No,Next Day Air,Yes,0,Debit Card,10
2382,12382,P003-SD19-M,62,Female,Sandals,Footwear,23,USA,Wisconsin,M,Teal,Summer,2023,4.5,No,Free Shipping,No,0,Cash,0
2383,12383,P001-SW20-M,39,Male,Sweater,Clothing,60,USA,California,M,Turquoise,Spring,2023,3.9,No,Express,Yes,0,Debit Card,10
2384,12384,P002-BKPK7-L,53,Female,Backpack,Accessories,72,USA,Rhode Island,L,Gold,Spring,2023,4.9,No,2-Day Shipping,Yes,0,Bank Transfer,10
2385,12385,P001-B9-L,24,Female,Blouse,Clothing,35,USA,Alabama,L,Green,Winter,2023,3.3,No,2-Day Shipping,Yes,0,Debit Card,10
2386,12386,P002-SCF4-M,41,Female,Scarf,Accessories,31,USA,Oklahoma,M,Brown,Fall,2023,3.8,No,Express,No,12,Debit Card,0
2387,12387,P001-SO3-L,19,Female,Socks,Clothing,33,USA,Illinois,L,Blue,Summer,2023,2.9,No,Standard,No,0,Debit Card,0
2388,12388,P002-HT7-M,36,Not Available,Hat,Accessories,95,USA,Tennessee,M,Gold,Summer,2023,4,No,2-Day Shipping,No,0,Debit Card,0
2389,12389,P001-D15-M,21,Female,Dress,Clothing,68,USA,Alabama,M,Peach,Fall,2023,4.1,No,Store Pickup,No,10,Debit Card,0
2390,12390,P004-C21-M,25,Female,Coat,Outerwear,87,USA,Kansas,M,Violet,Spring,2023,3.1,No,Store Pickup,Yes,17,Bank Transfer,50
2391,12391,P001-S22-XL,65,Female,Shirt,Clothing,64,USA,Arizona,XL,Yellow,Winter,2023,4.6,No,Express,No,24,Debit Card,0
2392,12392,P001-S2-M,42,Female,Shirt,Clothing,74,USA,Michigan,M,Black,Winter,2023,4.6,No,Next Day Air,No,0,Bank Transfer,0
2393,12393,P001-J18-L,40,Female,Jeans,Clothing,62,USA,Missouri,L,Silver,Spring,2023,2.6,No,2-Day Shipping,No,36,Cash,0
2394,12394,P001-SO4-M,58,Male,Socks,Clothing,97,USA,Louisiana,M,Brown,Winter,2023,5,No,2-Day Shipping,No,0,Credit Card,0
